analysis_type,policy,date,final_vs_original_non_emergency_yuan,sequential_revision_non_emergency_yuan,difference_yuan
fixed existing policy trajectory repricing,C3,2025-08-09,23228.2908754936,23228.2908754936,0.0
fixed existing policy trajectory repricing,C3,2025-08-10,48065.522466432965,48065.522466432965,0.0
fixed existing policy trajectory repricing,C3,2025-08-11,53788.35234461049,53788.352344610495,7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-08-12,53925.80925408841,56013.46922557888,2087.6599714904733
fixed existing policy trajectory repricing,C3,2025-08-13,50965.69221452892,53158.04983705975,2192.357622530828
fixed existing policy trajectory repricing,C3,2025-08-14,55220.40724661162,55220.40724661162,0.0
fixed existing policy trajectory repricing,C3,2025-08-15,24596.56603968153,24596.566039681533,3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-08-16,26266.603602556563,26266.603602556563,0.0
fixed existing policy trajectory repricing,C3,2025-08-17,46163.92081033959,47313.56354085859,1149.642730519001
fixed existing policy trajectory repricing,C3,2025-08-18,49503.9453518891,51750.63897818564,2246.693626296539
fixed existing policy trajectory repricing,C3,2025-08-19,60796.36531605669,60796.36531605668,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-08-20,59689.06544579223,61609.1702016469,1920.1047558546707
fixed existing policy trajectory repricing,C3,2025-08-21,47992.27751940244,47992.27751940243,-1.4551915228366852e-11
fixed existing policy trajectory repricing,C3,2025-08-22,23701.13637088696,23701.13637088696,0.0
fixed existing policy trajectory repricing,C3,2025-08-23,28598.71408488488,28598.71408488488,0.0
fixed existing policy trajectory repricing,C3,2025-08-24,47060.10429401313,48277.66315827813,1217.5588642649964
fixed existing policy trajectory repricing,C3,2025-08-25,58553.86466503371,58553.86466503371,0.0
fixed existing policy trajectory repricing,C3,2025-08-26,52430.43409745201,52430.43409745201,0.0
fixed existing policy trajectory repricing,C3,2025-08-27,55080.053727284285,55080.053727284285,0.0
fixed existing policy trajectory repricing,C3,2025-08-28,51594.56824099983,52244.18376013222,649.6155191323851
fixed existing policy trajectory repricing,C3,2025-08-29,27853.317484949497,27853.317484949497,0.0
fixed existing policy trajectory repricing,C3,2025-08-30,26106.91525663448,26106.91525663448,0.0
fixed existing policy trajectory repricing,C3,2025-08-31,47308.902333645376,47308.902333645376,0.0
fixed existing policy trajectory repricing,C3,2025-09-01,52637.337491668375,52879.88044611241,242.54295444403397
fixed existing policy trajectory repricing,C3,2025-09-02,47181.01399932445,48642.57115001347,1461.5571506890192
fixed existing policy trajectory repricing,C3,2025-09-03,49472.526293202085,49472.526293202085,0.0
fixed existing policy trajectory repricing,C3,2025-09-04,47508.17099112948,48229.65393805578,721.4829469262986
fixed existing policy trajectory repricing,C3,2025-09-05,22451.900034900864,22451.900034900864,0.0
fixed existing policy trajectory repricing,C3,2025-09-06,22010.4647562547,22010.4647562547,0.0
fixed existing policy trajectory repricing,C3,2025-09-07,42942.85570739472,43485.28172368934,542.4260162946157
fixed existing policy trajectory repricing,C3,2025-09-08,38404.79615237845,38479.65523993659,74.85908755814307
fixed existing policy trajectory repricing,C3,2025-09-09,33900.05235739174,33900.05235739174,0.0
fixed existing policy trajectory repricing,C3,2025-09-10,40976.27026331508,42045.58833225316,1069.3180689380824
fixed existing policy trajectory repricing,C3,2025-09-11,36370.293055449496,36370.29305544949,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-09-12,16683.530997158578,16683.530997158578,0.0
fixed existing policy trajectory repricing,C3,2025-09-13,15851.610322784789,15851.610322784787,-1.8189894035458565e-12
fixed existing policy trajectory repricing,C3,2025-09-14,40537.19280547808,41575.09505925569,1037.902253777611
fixed existing policy trajectory repricing,C3,2025-09-15,38622.50229377093,38622.50229377093,0.0
fixed existing policy trajectory repricing,C3,2025-09-16,41700.25413242826,41700.25413242826,0.0
fixed existing policy trajectory repricing,C3,2025-09-17,42500.78510380471,42500.78510380471,0.0
fixed existing policy trajectory repricing,C3,2025-09-18,39654.39832289064,40688.410584386926,1034.012261496282
fixed existing policy trajectory repricing,C3,2025-09-19,17234.558088907143,17234.558088907143,0.0
fixed existing policy trajectory repricing,C3,2025-09-20,18084.37263877981,18084.37263877981,0.0
fixed existing policy trajectory repricing,C3,2025-09-21,41271.52168545793,41883.91989819248,612.3982127345516
fixed existing policy trajectory repricing,C3,2025-09-22,43615.41279761055,43615.41279761055,0.0
fixed existing policy trajectory repricing,C3,2025-09-23,45014.78783590088,45014.78783590088,0.0
fixed existing policy trajectory repricing,C3,2025-09-24,43958.88145608964,44110.554568993226,151.6731129035834
fixed existing policy trajectory repricing,C3,2025-09-25,45391.41956624996,45435.60977537605,44.19020912608539
fixed existing policy trajectory repricing,C3,2025-09-26,17801.431394937492,18588.968985441214,787.5375905037217
fixed existing policy trajectory repricing,C3,2025-09-27,19694.836352777224,19694.836352777227,3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-09-28,44640.05056048403,45902.48322902483,1262.4326685408014
fixed existing policy trajectory repricing,C3,2025-09-29,46053.49842158524,46053.49842158523,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-09-30,48278.29468045685,48352.709830226275,74.41514976942562
fixed existing policy trajectory repricing,C3,2025-10-01,40003.40484767905,40779.676012034935,776.2711643558869
fixed existing policy trajectory repricing,C3,2025-10-02,43096.34007974405,43096.34007974405,0.0
fixed existing policy trajectory repricing,C3,2025-10-03,17100.609690894184,17100.609690894184,0.0
fixed existing policy trajectory repricing,C3,2025-10-04,17584.30888788322,17584.30888788322,0.0
fixed existing policy trajectory repricing,C3,2025-10-05,43909.33949562518,44923.05410296721,1013.7146073420299
fixed existing policy trajectory repricing,C3,2025-10-06,44483.25275598481,45972.591784152166,1489.3390281673564
fixed existing policy trajectory repricing,C3,2025-10-07,44688.4278716761,45108.8914880817,420.46361640560644
fixed existing policy trajectory repricing,C3,2025-10-08,38804.13841733583,39358.545193461745,554.4067761259139
fixed existing policy trajectory repricing,C3,2025-10-09,41491.41126938722,43061.53319089016,1570.1219215029341
fixed existing policy trajectory repricing,C3,2025-10-10,18578.09310715925,18578.09310715925,0.0
fixed existing policy trajectory repricing,C3,2025-10-11,18206.49516617473,19032.446106994168,825.950940819439
fixed existing policy trajectory repricing,C3,2025-10-12,40444.39058030236,40444.390580302366,7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-10-13,44760.94040461424,45876.8449817305,1115.9045771162637
fixed existing policy trajectory repricing,C3,2025-10-14,46816.55919408795,49716.28339325987,2899.72419917192
fixed existing policy trajectory repricing,C3,2025-10-15,47205.56254653806,50091.775510847074,2886.2129643090157
fixed existing policy trajectory repricing,C3,2025-10-16,46708.94208166409,47371.727119828225,662.7850381641329
fixed existing policy trajectory repricing,C3,2025-10-17,19295.971058083265,19307.818345902087,11.847287818822224
fixed existing policy trajectory repricing,C3,2025-10-18,18353.40372054792,18353.403720547918,-3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-10-19,44531.02791883067,44571.573744189445,40.54582535877853
fixed existing policy trajectory repricing,C3,2025-10-20,47751.29997755513,47751.29997755513,0.0
fixed existing policy trajectory repricing,C3,2025-10-21,50061.76467982197,51604.611509021815,1542.8468291998433
fixed existing policy trajectory repricing,C3,2025-10-22,50571.35192854676,50862.17483000277,290.82290145600564
fixed existing policy trajectory repricing,C3,2025-10-23,51056.05287430599,53245.44618147018,2189.3933071641877
fixed existing policy trajectory repricing,C3,2025-10-24,19086.513141713687,19086.513141713687,0.0
fixed existing policy trajectory repricing,C3,2025-10-25,18549.920445628428,18549.920445628428,0.0
fixed existing policy trajectory repricing,C3,2025-10-26,49413.50939252309,50200.93099835362,787.4216058305319
fixed existing policy trajectory repricing,C3,2025-10-27,49669.10781565382,49812.1403913371,143.03257568328263
fixed existing policy trajectory repricing,C3,2025-10-28,50189.57172546819,50315.56362671235,125.99190124416054
fixed existing policy trajectory repricing,C3,2025-10-29,54787.0450876222,55694.64583987934,907.6007522571381
fixed existing policy trajectory repricing,C3,2025-10-30,46892.1944830277,46908.60073719842,16.406254170724424
fixed existing policy trajectory repricing,C3,2025-10-31,21918.325096713663,22781.83125667374,863.5061599600776
fixed existing policy trajectory repricing,C3,2025-11-01,21630.33099846353,21640.21973443777,9.888735974240262
fixed existing policy trajectory repricing,C3,2025-11-02,54399.437845450266,55134.28508112558,734.8472356753118
fixed existing policy trajectory repricing,C3,2025-11-03,53005.296878664594,54106.9109413421,1101.6140626775086
fixed existing policy trajectory repricing,C3,2025-11-04,51401.7648082937,51736.72894667982,334.96413838611625
fixed existing policy trajectory repricing,C3,2025-11-05,53931.87958962514,56425.28246097974,2493.4028713545995
fixed existing policy trajectory repricing,C3,2025-11-06,56511.96134756878,56647.22203765905,135.26069009026833
fixed existing policy trajectory repricing,C3,2025-11-07,22004.97845775037,22063.91748062833,58.93902287795936
fixed existing policy trajectory repricing,C3,2025-11-08,22858.085379524025,22858.085379524022,-3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-11-09,55250.73511048099,55370.42943708696,119.69432660596794
fixed existing policy trajectory repricing,C3,2025-11-10,58231.66350851822,58266.312523610875,34.649015092654736
fixed existing policy trajectory repricing,C3,2025-11-11,54665.94840382874,54665.94840382874,0.0
fixed existing policy trajectory repricing,C3,2025-11-12,55804.36676010523,56029.974470076515,225.60770997128566
fixed existing policy trajectory repricing,C3,2025-11-13,53192.708245679365,53396.02889404793,203.32064836856443
fixed existing policy trajectory repricing,C3,2025-11-14,24082.67801147411,24841.313007806744,758.6349963326356
fixed existing policy trajectory repricing,C3,2025-11-15,21366.214717692303,21366.2147176923,-3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-11-16,58128.23459666658,58356.09680956244,227.86221289585956
fixed existing policy trajectory repricing,C3,2025-11-17,55188.67660178391,55196.41375181469,7.737150030778139
fixed existing policy trajectory repricing,C3,2025-11-18,56608.52090482329,57492.775524972945,884.2546201496589
fixed existing policy trajectory repricing,C3,2025-11-19,60148.29202817155,61123.05572641206,974.7636982405093
fixed existing policy trajectory repricing,C3,2025-11-20,56295.993755949625,56722.37301911809,426.3792631684628
fixed existing policy trajectory repricing,C3,2025-11-21,22617.85406832144,22672.870441707146,55.016373385704355
fixed existing policy trajectory repricing,C3,2025-11-22,26316.153353108435,26316.15335310843,-3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-11-23,58434.24443000856,58633.79114558847,199.54671557990514
fixed existing policy trajectory repricing,C3,2025-11-24,53915.26358847999,54475.001179046856,559.7375905668669
fixed existing policy trajectory repricing,C3,2025-11-25,58176.18030051698,58176.18030051698,0.0
fixed existing policy trajectory repricing,C3,2025-11-26,60741.03789140879,60984.03758101151,242.99968960271508
fixed existing policy trajectory repricing,C3,2025-11-27,57598.83411739197,57598.834117391976,7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-11-28,21053.631693139763,22131.733791019044,1078.1020978792803
fixed existing policy trajectory repricing,C3,2025-11-29,25721.448688318316,27770.93886256066,2049.4901742423426
fixed existing policy trajectory repricing,C3,2025-11-30,58509.73804399797,58509.73804399796,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-12-01,58445.11749201371,58445.11749201372,7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-12-02,60372.48895336707,60372.48895336707,0.0
fixed existing policy trajectory repricing,C3,2025-12-03,62632.42016463558,62736.57484773895,104.15468310337019
fixed existing policy trajectory repricing,C3,2025-12-04,60689.64397623153,62231.571787115856,1541.9278108843282
fixed existing policy trajectory repricing,C3,2025-12-05,26296.64668754981,26322.572654631454,25.92596708164274
fixed existing policy trajectory repricing,C3,2025-12-06,26487.79594623937,27165.376643747008,677.5806975076375
fixed existing policy trajectory repricing,C3,2025-12-07,62886.80902554462,63543.79605276254,656.9870272179178
fixed existing policy trajectory repricing,C3,2025-12-08,67204.0379653582,67204.03796535822,1.4551915228366852e-11
fixed existing policy trajectory repricing,C3,2025-12-09,66310.47722328456,66310.47722328456,0.0
fixed existing policy trajectory repricing,C3,2025-12-10,66678.22226965797,66680.2363239692,2.014054311235668
fixed existing policy trajectory repricing,C3,2025-12-11,65091.28241569943,66499.25293877849,1407.9705230790569
fixed existing policy trajectory repricing,C3,2025-12-12,34889.10723464453,35165.04867958493,275.9414449403994
fixed existing policy trajectory repricing,C3,2025-12-13,31592.10871185856,31592.108711858556,-3.637978807091713e-12
fixed existing policy trajectory repricing,C3,2025-12-14,65617.80297832284,65723.02834541026,105.22536708741973
fixed existing policy trajectory repricing,C3,2025-12-15,67754.38434221313,67754.38434221312,-1.4551915228366852e-11
fixed existing policy trajectory repricing,C3,2025-12-16,69103.69201436924,69161.9424028398,58.25038847056567
fixed existing policy trajectory repricing,C3,2025-12-17,67708.49249310653,67708.49249310653,0.0
fixed existing policy trajectory repricing,C3,2025-12-18,66653.8606622252,66653.8606622252,0.0
fixed existing policy trajectory repricing,C3,2025-12-19,34352.071501059734,34352.071501059734,0.0
fixed existing policy trajectory repricing,C3,2025-12-20,28745.75142790945,28745.75142790945,0.0
fixed existing policy trajectory repricing,C3,2025-12-21,65296.08271694309,65296.082716943085,-7.275957614183426e-12
fixed existing policy trajectory repricing,C3,2025-12-22,70619.47353438844,71133.8677139197,514.3941795312567
fixed existing policy trajectory repricing,C3,2025-12-23,63858.22624449637,63858.22624449637,0.0
fixed existing policy trajectory repricing,C3,2025-12-24,62018.6593247522,62018.6593247522,0.0
fixed existing policy trajectory repricing,C3,2025-12-25,62989.7670304207,62989.7670304207,0.0
fixed existing policy trajectory repricing,C3,2025-12-26,28059.324939623843,28113.726126821435,54.40118719759266
fixed existing policy trajectory repricing,C3,2025-12-27,30246.520125204854,30323.229719647683,76.70959444282926
fixed existing policy trajectory repricing,C3,2025-12-28,66084.74446478549,66355.6968539711,270.9523891856079
fixed existing policy trajectory repricing,C3,2025-12-29,67542.76726611334,67693.3160346542,150.54876854085887
fixed existing policy trajectory repricing,C3,2025-12-30,66120.75171541107,67129.61231757337,1008.8606021622982
fixed existing policy trajectory repricing,C3,2025-12-31,66636.7180768715,66684.63457607158,47.916499200073304
